t,mean_em,mean_exact,mean_analytic,var_em,var_exact,var_analytic,mean_err_em_bp,mean_err_exact_bp
8.833333333333332,0.04021310057806729,0.03996978287872687,0.03996619164269411,0.00026393170524850284,0.0002504203842935854,0.00025553515557928783,2.4690893537317877,0.035912360327600146
8.916666666666666,0.040199268418354236,0.03993011212113213,0.03996757138011001,0.0002633836712977515,0.00024957216192582105,0.0002555553825883909,2.316970382442232,-0.3745925897788438
9.0,0.04018292825738257,0.039927853940084725,0.03996889480969292,0.0002606669043354447,0.00025046248918890007,0.0002555746836616017,2.1403344768965162,-0.41040869608197084
9.083333333333332,0.04023888971385086,0.039945107837138394,0.03997016422939608,0.00025910981941486424,0.000254236883439804,0.00025559310461925833,2.687254844547793,-0.2505639225768713
9.166666666666666,0.040242005020684285,0.03993742911947179,0.03997138184339199,0.0002586727178307043,0.0002553889542858305,0.00025561068876951156,2.706231772922965,-0.3395272392019838
9.25,0.04022441055995871,0.039959932791677394,0.0399725497658997,0.0002598076791461544,0.0002564473819667764,0.00025562747706219836,2.5186079405901256,-0.1261697422230701
9.333333333333332,0.04028226197678411,0.039969774336990324,0.039973670024855815,0.0002624710097971346,0.0002526551660476323,0.00025564350823233106,3.08591951928297,-0.03895687865490549
9.416666666666666,0.04024646805436297,0.03998728595477144,0.03997474456543575,0.0002638637767736985,0.0002562205638016864,0.00025565881893395236,2.7172348892721967,0.12541389335686548
9.5,0.0402863907190941,0.04004046390944914,0.03997577525343126,0.00026255600892237466,0.00025817714878540826,0.0002556734438650521,3.1061546566284184,0.6468865601787915
9.583333333333332,0.040280885892422576,0.04009139892769866,0.039976763878490126,0.00026253046894757405,0.0002572700260646236,0.00025568741588418955,3.0412201393244938,1.146350492085349
9.666666666666666,0.040205073941823384,0.04005314903557228,0.03997771215722362,0.0002619268731147825,0.00025537290527033013,0.000255700766119413,2.2736178459976246,0.7543687834865587
9.75,0.0401867456731282,0.040038217599632796,0.03997862173618719,0.00026124720839999885,0.00025555515855801934,0.0002557135240700291,2.0812393694100844,0.595958634456023
9.833333333333332,0.04022471525815389,0.04014047743347474,0.03997949419473946,0.00026344523251806883,0.0002575778909752863,0.00025572571770172736,2.452210634144303,1.6098323873528497
9.916666666666666,0.04024581288954967,0.040146015272534294,0.039980331047784555,0.00026436053448205274,0.0002584160230943165,0.000255737373535532,2.654818417651139,1.6568422474973894
10.0,0.0401992448788896,0.04016338977486317,0.039981133748402564,0.0002633239518037905,0.0002583779178715098,0.0002557485167310163,2.1811113048703783,1.8225602646060324
